Drug Name,Drug ID,Disease Name,Disease ID,Inference Score,geneInferences,cluster
baricitinib,C000596027,Neoplasm Metastasis,MESH:D009362,6.85,OSM,3
baricitinib,C000596027,Neoplasm Metastasis,MESH:D009362,6.85,STAT1,3
baricitinib,C000596027,Neoplasm Invasiveness,MESH:D009361,3.2,CCL2,3
osimertinib,C000596361,"Neoplasm Recurrence, Local",MESH:D009364,4.34,EGFR,3
osimertinib,C000596361,Lymphatic Metastasis,MESH:D008207,4.58,STAT3,3
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,CAT,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,EGF,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,EGFR,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,IL6,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,MAPK1,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,MAPK3,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,STAT3,1
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,TWIST1,1
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,CAT,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,CXCL8,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,EGF,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,IL6,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,STAT3,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,CAT,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,EGF,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,EGFR,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,IL6,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,MAPK1,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,MAPK3,1
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,TWIST1,1
acalabrutinib,C000604908,Neoplasm Metastasis,MESH:D009362,3.37,IL6,3
acalabrutinib,C000604908,Neoplasm Invasiveness,MESH:D009361,3.41,IL6,3
acalabrutinib,C000604908,"Cell Transformation, Neoplastic",MESH:D002471,3.49,IL6,3
BMS-906024,C000606543,"Cell Transformation, Neoplastic",MESH:D002471,4.89,NOTCH1,3
epacadostat,C000613752,"Neoplasm Recurrence, Local",MESH:D009364,6.54,IDO1,3
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,ERBB2,3
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,SOX2,3
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,ERBB2,3
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,FOXP1,3
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,STAT3,3
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,AXL,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CD44,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CTNNB1,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,EGF,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ERBB2,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ID1,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ITGB1,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,MYC,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,PLAUR,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,SIRT1,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,STAT3,1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,YAP1,1
napabucasin,C000621033,Carcinogenesis,MESH:D063646,4.21,ERBB2,3
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,ALDH1A1,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CD34,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CTNNB1,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CXCL8,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,EGF,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,GSK3B,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,LIN28A,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MUC1,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MYC,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NANOG,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NFKB1,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NOTCH1,5
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,STAT3,5
napabucasin,C000621033,"Neoplastic Cells, Circulating",MESH:D009360,6.0,ERBB2,3
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ACTB,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,AXL,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,CTNNB1,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,DNMT1,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,EGF,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,FOXP1,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ITGB1,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,LIN28A,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,NOTCH2,1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,PLAUR,1
tempol,C001803,"Neoplasm Recurrence, Local",MESH:D009364,3.1,PTGS2,3
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,CAT,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,IL6,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK1,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK3,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP2,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP9,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,NFE2L2,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,PTGS2,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,SOD2,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TGFB1,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TNF,1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TP53,1
tempol,C001803,Lymphatic Metastasis,MESH:D008207,3.52,SOD2,3
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CAT,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CTSS,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CYP2E1,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HIF1A,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HMOX1,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL1B,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL6,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IREB2,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK1,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK3,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP2,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP9,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,NFE2L2,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RELA,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RHOA,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,SOD2,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TGFB1,5
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TNF,5
tempol,C001803,Carcinogenesis,MESH:D063646,3.41,NFE2L2,3
tempol,C001803,Anaplasia,MESH:D000708,5.13,HIF1A,3
tempol,C001803,"Neoplasm Regression, Spontaneous",MESH:D009365,4.89,TGFB1,3
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,BCL2,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,CAT,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EDN1,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EPAS1,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,GCLC,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,HIF1A,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,IL6,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,JUN,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,MMP9,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NFKB1,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NOS2,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,RELA,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD1,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD2,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TFRC,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TGFB1,5
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TP53,5
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ACTB,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AKR1B10,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AMBP,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CCL2,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CXCR4,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,FTH1,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HMOX1,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HRAS,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL1B,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL6,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ITGA5,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK1,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK3,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MIR141,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP2,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP9,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,NFE2L2,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTEN,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTK2,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RELA,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RHOA,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A11,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A4,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,SUMO1,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TF,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TNF,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TXN,1
triptolide,C001899,Anaplasia,MESH:D000708,4.88,CA9,3
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,CAV1,3
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,KRAS,3
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,NFE2L2,3
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CAV1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CD44,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CXCR4,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,GPX2,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,HSPA1A,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,IL6,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,KRAS,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK3,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP2,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP9,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MYC,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,NFE2L2,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PML,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTEN,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTGS2,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,RAC1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,S100A4,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SERPINA1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SIRT1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT1,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT3,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNF,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNFSF10,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TP53,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TRP53,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TXN,1
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,MTOR,3
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,SFN,3
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,STAT3,3
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,PTGS2,3
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,SOX2,3
triptolide,C001899,Neoplastic Processes,MESH:D009385,3.59,HRAS,3
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,BCL2,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CCND1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCL8,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCR4,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,EZH2,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GCLC,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GSK3B,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,HRAS,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IL6,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IRS1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,KRAS,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MMP9,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MYC,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,NOTCH1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,OCLN,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,POR,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PROM1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTEN,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTK2,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RAC1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RELA,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SLC2A1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,STAT3,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SUV39H1,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TP53,5
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TRP53,5
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,EGFR,3
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,TYMS,3
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,VEGFA,3
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,BCL2,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CCND1,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CTNNB1,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,HIF1A,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,MMP9,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,RELA,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,STAT3,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,TGFB1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,CTNNB1,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,EGFR,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,HIF1A,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK1,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK3,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP2,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP9,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,RELA,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TGFB1,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TIMP1,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TLR4,1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TNF,1
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,CA9,3
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,HIF1A,3
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,CTNNB1,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,EGFR,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK1,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK3,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP2,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP9,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,RB1,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,STAT3,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TGFB1,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TLR4,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TNF,1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,VEGFA,1
betulinic acid,C002070,Lymphatic Metastasis,MESH:D008207,3.97,STAT3,3
betulinic acid,C002070,"Neoplasm Regression, Spontaneous",MESH:D009365,5.16,TGFB1,3
trospium chloride,C003330,Neoplasm Metastasis,MESH:D009362,3.47,ABCB1,3
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,EPO,3
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,TP53,3
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,NOS2,3
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,TP53,3
sapropterin,C003402,Neoplasm Invasiveness,MESH:D009361,3.76,EPO,3
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,IL1B,3
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,INS,3
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,RELA,3
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,TNF,3
dexamethasone 21-phosphate,C004180,"Neoplasm Recurrence, Local",MESH:D009364,3.97,PTGS2,3
dexamethasone 21-phosphate,C004180,"Cell Transformation, Neoplastic",MESH:D002471,3.1,RELA,3
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,PTGS2,3
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,TNF,3
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,BCL2,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CAT,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CD34,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,EDN1,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,HIF1A,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,IL6,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP14,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP9,1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,NOS2,1
