Drug Name,Drug ID,Disease Name,Disease ID,Inference Score,geneInferences,cluster
baricitinib,C000596027,Neoplasm Metastasis,MESH:D009362,6.85,OSM,0
baricitinib,C000596027,Neoplasm Metastasis,MESH:D009362,6.85,STAT1,0
baricitinib,C000596027,Neoplasm Invasiveness,MESH:D009361,3.2,CCL2,0
osimertinib,C000596361,"Neoplasm Recurrence, Local",MESH:D009364,4.34,EGFR,0
osimertinib,C000596361,Lymphatic Metastasis,MESH:D008207,4.58,STAT3,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,CAT,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,EGF,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,EGFR,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,IL6,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,MAPK1,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,MAPK3,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,STAT3,0
osimertinib,C000596361,Neoplasm Metastasis,MESH:D009362,31.83,TWIST1,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,CAT,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,CXCL8,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,EGF,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,IL6,0
osimertinib,C000596361,"Cell Transformation, Neoplastic",MESH:D002471,18.68,STAT3,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,CAT,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,EGF,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,EGFR,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,IL6,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,MAPK1,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,MAPK3,0
osimertinib,C000596361,Neoplasm Invasiveness,MESH:D009361,27.3,TWIST1,0
acalabrutinib,C000604908,Neoplasm Metastasis,MESH:D009362,3.37,IL6,0
acalabrutinib,C000604908,Neoplasm Invasiveness,MESH:D009361,3.41,IL6,0
acalabrutinib,C000604908,"Cell Transformation, Neoplastic",MESH:D002471,3.49,IL6,0
BMS-906024,C000606543,"Cell Transformation, Neoplastic",MESH:D002471,4.89,NOTCH1,0
epacadostat,C000613752,"Neoplasm Recurrence, Local",MESH:D009364,6.54,IDO1,0
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,ERBB2,0
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,SOX2,0
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,ERBB2,0
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,FOXP1,0
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,STAT3,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,AXL,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CD44,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CTNNB1,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,EGF,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ERBB2,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ID1,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ITGB1,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,MYC,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,PLAUR,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,SIRT1,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,STAT3,0
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,YAP1,0
napabucasin,C000621033,Carcinogenesis,MESH:D063646,4.21,ERBB2,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,ALDH1A1,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CD34,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CTNNB1,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CXCL8,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,EGF,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,GSK3B,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,LIN28A,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MUC1,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MYC,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NANOG,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NFKB1,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NOTCH1,0
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,STAT3,0
napabucasin,C000621033,"Neoplastic Cells, Circulating",MESH:D009360,6.0,ERBB2,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ACTB,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,AXL,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,CTNNB1,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,DNMT1,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,EGF,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,FOXP1,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ITGB1,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,LIN28A,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,NOTCH2,0
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,PLAUR,0
tempol,C001803,"Neoplasm Recurrence, Local",MESH:D009364,3.1,PTGS2,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,CAT,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,IL6,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK1,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK3,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP2,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP9,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,NFE2L2,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,PTGS2,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,SOD2,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TGFB1,0
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TNF,3
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TP53,0
tempol,C001803,Lymphatic Metastasis,MESH:D008207,3.52,SOD2,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CAT,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CTSS,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CYP2E1,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HIF1A,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HMOX1,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL1B,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL6,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IREB2,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK1,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK3,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP2,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP9,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,NFE2L2,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RELA,6
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RHOA,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,SOD2,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TGFB1,0
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TNF,3
tempol,C001803,Carcinogenesis,MESH:D063646,3.41,NFE2L2,0
tempol,C001803,Anaplasia,MESH:D000708,5.13,HIF1A,0
tempol,C001803,"Neoplasm Regression, Spontaneous",MESH:D009365,4.89,TGFB1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,BCL2,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,CAT,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EDN1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EPAS1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,GCLC,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,HIF1A,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,IL6,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,JUN,4
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,MMP9,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NFKB1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NOS2,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,RELA,6
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD2,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TFRC,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TGFB1,0
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TP53,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ACTB,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AKR1B10,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AMBP,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CCL2,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CXCR4,1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,FTH1,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HMOX1,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HRAS,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL1B,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL6,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ITGA5,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK1,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK3,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MIR141,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP2,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP9,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,NFE2L2,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTEN,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTK2,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RELA,6
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RHOA,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A11,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A4,5
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,SUMO1,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TF,0
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TNF,3
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TXN,0
triptolide,C001899,Anaplasia,MESH:D000708,4.88,CA9,0
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,CAV1,0
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,KRAS,0
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,NFE2L2,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CAV1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CD44,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CXCR4,1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,GPX2,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,HSPA1A,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,IL6,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,KRAS,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK3,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP2,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP9,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MYC,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,NFE2L2,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PML,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTEN,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTGS2,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,RAC1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,S100A4,5
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SERPINA1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SIRT1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT1,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT3,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNF,3
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNFSF10,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TP53,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TRP53,0
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TXN,0
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,MTOR,0
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,SFN,0
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,STAT3,0
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,PTGS2,0
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,SOX2,0
triptolide,C001899,Neoplastic Processes,MESH:D009385,3.59,HRAS,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,BCL2,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CCND1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCL8,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCR4,1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,EZH2,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GCLC,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GSK3B,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,HRAS,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IL6,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IRS1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,KRAS,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MMP9,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MYC,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,NOTCH1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,OCLN,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,POR,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PROM1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTEN,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTK2,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RAC1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RELA,6
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SLC2A1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,STAT3,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SUV39H1,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TP53,0
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TRP53,0
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,EGFR,0
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,TYMS,0
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,VEGFA,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,BCL2,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CCND1,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CTNNB1,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,HIF1A,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,MMP9,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,RELA,6
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,STAT3,0
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,TGFB1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,CTNNB1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,EGFR,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,HIF1A,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK3,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP2,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP9,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,RELA,6
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TGFB1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TIMP1,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TLR4,0
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TNF,3
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,CA9,0
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,HIF1A,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,CTNNB1,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,EGFR,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK1,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK3,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP2,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP9,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,RB1,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,STAT3,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TGFB1,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TLR4,0
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TNF,3
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,VEGFA,0
betulinic acid,C002070,Lymphatic Metastasis,MESH:D008207,3.97,STAT3,0
betulinic acid,C002070,"Neoplasm Regression, Spontaneous",MESH:D009365,5.16,TGFB1,0
trospium chloride,C003330,Neoplasm Metastasis,MESH:D009362,3.47,ABCB1,0
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,EPO,0
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,TP53,0
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,NOS2,0
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,TP53,0
sapropterin,C003402,Neoplasm Invasiveness,MESH:D009361,3.76,EPO,0
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,IL1B,0
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,INS,0
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,RELA,6
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,TNF,3
dexamethasone 21-phosphate,C004180,"Neoplasm Recurrence, Local",MESH:D009364,3.97,PTGS2,0
dexamethasone 21-phosphate,C004180,"Cell Transformation, Neoplastic",MESH:D002471,3.1,RELA,6
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,PTGS2,0
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,TNF,3
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,BCL2,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CAT,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CD34,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,EDN1,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,HIF1A,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,IL6,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP14,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP9,0
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,NOS2,0
