Drug Name,Drug ID,Disease Name,Disease ID,Inference Score,geneInferences
BMS-906024,C000606543,"Cell Transformation, Neoplastic",MESH:D002471,4.89,NOTCH1
epacadostat,C000613752,"Neoplasm Recurrence, Local",MESH:D009364,6.54,IDO1
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,ERBB2
napabucasin,C000621033,"Neoplasm Recurrence, Local",MESH:D009364,7.6,SOX2
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,ERBB2
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,FOXP1
napabucasin,C000621033,Lymphatic Metastasis,MESH:D008207,12.88,STAT3
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,AXL
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CD44
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,CTNNB1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,EGF
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ERBB2
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ID1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,ITGB1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,MYC
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,PLAUR
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,SIRT1
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,STAT3
napabucasin,C000621033,Neoplasm Metastasis,MESH:D009362,33.2,YAP1
napabucasin,C000621033,Carcinogenesis,MESH:D063646,4.21,ERBB2
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,ALDH1A1
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CD34
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CTNNB1
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,CXCL8
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,EGF
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,GSK3B
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,LIN28A
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MUC1
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,MYC
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NANOG
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NFKB1
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,NOTCH1
napabucasin,C000621033,"Cell Transformation, Neoplastic",MESH:D002471,40.19,STAT3
napabucasin,C000621033,"Neoplastic Cells, Circulating",MESH:D009360,6.0,ERBB2
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ACTB
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,AXL
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,CTNNB1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,DNMT1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,EGF
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,FOXP1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,ITGB1
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,LIN28A
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,NOTCH2
napabucasin,C000621033,Neoplasm Invasiveness,MESH:D009361,26.7,PLAUR
tempol,C001803,"Neoplasm Recurrence, Local",MESH:D009364,3.1,PTGS2
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,CAT
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,IL6
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MAPK3
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP2
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,MMP9
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,NFE2L2
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,PTGS2
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,SOD2
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TGFB1
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TNF
tempol,C001803,Neoplasm Metastasis,MESH:D009362,28.46,TP53
tempol,C001803,Lymphatic Metastasis,MESH:D008207,3.52,SOD2
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CAT
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CTSS
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,CYP2E1
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HIF1A
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,HMOX1
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL1B
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IL6
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,IREB2
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK1
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MAPK3
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP2
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,MMP9
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,NFE2L2
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RELA
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,RHOA
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,SOD2
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TGFB1
tempol,C001803,Neoplasm Invasiveness,MESH:D009361,50.9,TNF
tempol,C001803,Carcinogenesis,MESH:D063646,3.41,NFE2L2
tempol,C001803,Anaplasia,MESH:D000708,5.13,HIF1A
tempol,C001803,"Neoplasm Regression, Spontaneous",MESH:D009365,4.89,TGFB1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,BCL2
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,CAT
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EDN1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,EPAS1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,GCLC
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,HIF1A
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,IL6
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,JUN
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,MMP9
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NFKB1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,NOS2
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,RELA
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,SOD2
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TFRC
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TGFB1
tempol,C001803,"Cell Transformation, Neoplastic",MESH:D002471,50.1,TP53
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ACTB
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AKR1B10
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,AMBP
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CCL2
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,CXCR4
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,FTH1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HMOX1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,HRAS
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL1B
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,IL6
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,ITGA5
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MAPK3
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MIR141
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP2
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,MMP9
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,NFE2L2
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTEN
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,PTK2
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RELA
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,RHOA
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A11
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,S100A4
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,SUMO1
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TF
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TNF
triptolide,C001899,Neoplasm Invasiveness,MESH:D009361,36.94,TXN
triptolide,C001899,Anaplasia,MESH:D000708,4.88,CA9
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,CAV1
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,KRAS
triptolide,C001899,Carcinogenesis,MESH:D063646,6.33,NFE2L2
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CAV1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CD44
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,CXCR4
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,GPX2
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,HSPA1A
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,IL6
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,KRAS
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MAPK3
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP2
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MMP9
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,MYC
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,NFE2L2
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PML
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTEN
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,PTGS2
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,RAC1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,S100A4
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SERPINA1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,SIRT1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT1
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,STAT3
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNF
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TNFSF10
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TP53
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TRP53
triptolide,C001899,Neoplasm Metastasis,MESH:D009362,35.14,TXN
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,MTOR
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,SFN
triptolide,C001899,Lymphatic Metastasis,MESH:D008207,6.74,STAT3
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,PTGS2
triptolide,C001899,"Neoplasm Recurrence, Local",MESH:D009364,3.95,SOX2
triptolide,C001899,Neoplastic Processes,MESH:D009385,3.59,HRAS
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,BCL2
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CCND1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCL8
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,CXCR4
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,EZH2
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GCLC
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,GSK3B
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,HRAS
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IL6
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,IRS1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,KRAS
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MMP9
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,MYC
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,NOTCH1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,OCLN
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,POR
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PROM1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTEN
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,PTK2
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RAC1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,RELA
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SLC2A1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,STAT3
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,SUV39H1
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TP53
triptolide,C001899,"Cell Transformation, Neoplastic",MESH:D002471,38.96,TRP53
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,EGFR
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,TYMS
betulinic acid,C002070,"Neoplasm Recurrence, Local",MESH:D009364,11.8,VEGFA
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,BCL2
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CCND1
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,CTNNB1
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,HIF1A
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,MMP9
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,RELA
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,STAT3
betulinic acid,C002070,"Cell Transformation, Neoplastic",MESH:D002471,22.4,TGFB1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,CTNNB1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,EGFR
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,HIF1A
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MAPK3
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP2
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,MMP9
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,RELA
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TGFB1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TIMP1
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TLR4
betulinic acid,C002070,Neoplasm Invasiveness,MESH:D009361,36.0,TNF
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,CA9
betulinic acid,C002070,Anaplasia,MESH:D000708,13.6,HIF1A
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,CTNNB1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,EGFR
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MAPK3
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP2
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,MMP9
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,RB1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,STAT3
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TGFB1
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TLR4
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,TNF
betulinic acid,C002070,Neoplasm Metastasis,MESH:D009362,35.13,VEGFA
betulinic acid,C002070,Lymphatic Metastasis,MESH:D008207,3.97,STAT3
betulinic acid,C002070,"Neoplasm Regression, Spontaneous",MESH:D009365,5.16,TGFB1
trospium chloride,C003330,Neoplasm Metastasis,MESH:D009362,3.47,ABCB1
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,EPO
sapropterin,C003402,Neoplasm Metastasis,MESH:D009362,5.89,TP53
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,NOS2
sapropterin,C003402,"Cell Transformation, Neoplastic",MESH:D002471,5.98,TP53
sapropterin,C003402,Neoplasm Invasiveness,MESH:D009361,3.76,EPO
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,IL1B
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,INS
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,RELA
dexamethasone 21-phosphate,C004180,Neoplasm Invasiveness,MESH:D009361,13.47,TNF
dexamethasone 21-phosphate,C004180,"Neoplasm Recurrence, Local",MESH:D009364,3.97,PTGS2
dexamethasone 21-phosphate,C004180,"Cell Transformation, Neoplastic",MESH:D002471,3.1,RELA
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,PTGS2
dexamethasone 21-phosphate,C004180,Neoplasm Metastasis,MESH:D009362,5.73,TNF
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,BCL2
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CAT
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,CD34
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,EDN1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,HIF1A
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,IL6
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP14
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,MMP9
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,NOS2
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,RELA
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,SOD1
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,SOD2
pimagedine,C004479,"Cell Transformation, Neoplastic",MESH:D002471,33.0,TGFB1
pimagedine,C004479,Carcinogenesis,MESH:D063646,3.94,CAV1
pimagedine,C004479,"Neoplasm Regression, Spontaneous",MESH:D009365,4.82,TGFB1
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,ACE
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,CAT
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,CAV1
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,CREB1
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,IL6
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,MAPK1
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,MAPK3
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,MMP9
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,PTGS2
pimagedine,C004479,Neoplasm Metastasis,MESH:D009362,33.07,SIRT1
